年月日,日照時間(時間),日照時間(時間).1 / 現象なし情報,最深積雪(cm),最深積雪(cm).1 / 現象なし情報,平均風速(m/s),平均蒸気圧(hPa),平均湿度(％),平均海面気圧(hPa),平均現地気圧(hPa),平均雲量(10分比),平均気温(℃),合計全天日射量(MJ/㎡),降水量の合計(mm),降水量の合計(mm).1 / 現象なし情報,降雪量合計(cm),降雪量合計(cm).1 / 現象なし情報,最高気温(℃),最低気温(℃),最多風向(16方位),最大風速(m/s),最大風速(m/s).4 / 風向,最低海面気圧(hPa),最低海面気圧(hPa).1 / 現象なし情報,最小相対湿度(％),10分間降水量の最大(mm),10分間降水量の最大(mm).1 / 現象なし情報,最大瞬間風速(m/s),最大瞬間風速(m/s).4 / 風向,天気概況(昼：06時～18時),天気概況(夜：18時～翌日06時)
2014/2/6,3.3,0,0.0,1,3.7,2.4,33.0,1022.3,1017.8,8.0,2.7,9.76,0.0,1,0.0,1,6.2,-0.3,北北西,6.3,北西,1020.2,0,26.0,0.0,1,11.3,北西,曇,曇
2014/2/7,7.7,0,0.0,1,2.9,3.0,37.0,1021.0,1016.5,8.0,4.0,14.1,0.0,1,0.0,1,7.2,1.1,北北西,5.7,北北西,1019.0,0,24.0,0.0,1,13.6,北西,晴時々曇,曇後雪
2014/2/8,0.0,0,27.0,0,4.9,5.3,86.0,1013.0,1008.4,10.0,0.3,1.49,29.5,0,22.0,0,4.0,-0.9,北北西,9.0,北北西,1003.4,0,46.0,1.0,0,19.6,北北西,大雪,大雪後時々曇
2014/2/9,6.7,0,26.0,0,3.9,5.1,58.0,1007.9,1003.4,7.5,5.4,14.09,1.5,0,0.0,1,9.2,1.1,北北西,8.2,北北西,1003.6,0,42.0,0.5,0,17.3,北北西,曇後晴,晴
2014/2/10,4.3,0,9.0,0,2.9,3.5,38.0,1016.8,1012.3,9.8,6.0,12.03,0.0,1,0.0,1,8.7,3.3,北北西,6.3,北北西,1012.7,0,23.0,0.0,1,11.3,北西,曇,曇
2014/2/11,0.0,0,4.0,0,3.5,4.0,51.0,1020.5,1015.9,10.0,3.3,6.06,0.0,0,0.0,1,4.6,2.1,北北西,6.1,北北西,1018.5,0,38.0,0.0,0,10.3,北北西,曇一時雪、あられを伴う,曇一時みぞれ
2014/2/12,2.0,0,1.0,0,3.3,4.2,49.0,1020.6,1016.1,7.5,4.8,10.46,0.0,1,0.0,1,8.2,2.8,北北西,5.8,北北西,1018.6,0,44.0,0.0,1,11.6,北,曇後一時晴,晴
2014/2/13,0.0,0,0.0,1,2.0,4.1,47.0,1024.1,1019.5,8.0,5.3,7.32,0.0,1,0.0,1,8.2,2.4,北東,4.3,南南東,1020.7,0,33.0,0.0,1,7.0,北北西,曇,曇後一時雪
2014/2/14,0.0,0,18.0,0,3.8,5.5,83.0,1026.4,1021.8,10.0,1.4,1.56,28.5,0,18.0,0,5.4,-0.2,北北西,6.8,北北西,1018.6,0,38.0,1.0,0,12.6,北北西,雪,大雪後雨、雷・あられを伴う
2014/2/15,0.5,0,27.0,0,5.4,6.3,79.0,1004.0,999.5,9.8,3.9,7.28,67.5,0,9.0,0,6.9,-0.2,北西,9.8,北北西,999.4,0,51.0,3.0,0,15.8,北西,大雨後曇,曇後一時晴
2014/2/16,9.8,0,10.0,0,5.6,4.2,43.0,1014.0,1009.5,5.0,6.9,17.47,0.0,1,0.0,1,10.0,4.5,北西,11.0,北西,1003.4,0,29.0,0.0,1,23.1,北西,晴一時曇,快晴
2014/2/17,9.3,0,4.0,0,3.6,3.7,36.0,1019.7,1015.2,1.0,7.3,15.48,0.0,1,0.0,1,12.9,3.9,北北西,7.0,北北西,1016.8,0,25.0,0.0,1,13.1,北西,晴,晴後曇
2014/2/18,8.4,0,0.0,1,4.9,2.9,34.0,1017.9,1013.4,7.5,4.7,16.49,0.0,1,0.0,1,8.8,2.9,北北西,7.8,北北西,1015.9,0,25.0,0.0,1,14.3,北北西,薄曇後晴,曇一時晴
2014/2/19,8.5,0,0.0,1,4.3,3.1,37.0,1019.4,1014.8,10.0,4.7,14.28,0.0,1,0.0,1,9.0,1.5,北北西,7.6,北北西,1017.3,0,24.0,0.0,1,13.2,北西,薄曇一時晴,薄曇
2014/2/20,3.9,0,0.0,1,1.9,3.7,44.0,1021.8,1017.3,10.0,4.6,10.89,0.0,1,0.0,1,7.6,1.4,北北西,4.8,北西,1019.9,0,28.0,0.0,1,8.8,北西,薄曇,曇後晴
2014/2/21,9.9,0,0.0,1,3.7,3.1,35.0,1022.1,1017.6,2.0,5.5,17.33,0.0,1,0.0,1,10.3,2.8,北北西,7.0,北北西,1019.7,0,22.0,0.0,1,12.6,北西,快晴,晴後一時曇
2014/2/22,9.3,0,0.0,1,3.0,3.0,35.0,1026.4,1021.8,3.5,5.1,17.14,0.0,1,0.0,1,9.5,1.7,北北西,6.1,北北西,1024.6,0,22.0,0.0,1,10.0,北北西,晴一時曇,晴後曇
2014/2/23,2.6,0,0.0,1,2.2,4.4,48.0,1028.2,1023.6,8.0,5.6,9.69,0.0,1,0.0,1,8.3,2.9,北北西,4.0,北西,1026.0,0,40.0,0.0,1,6.7,北西,曇後一時晴,曇
2014/2/24,2.3,0,0.0,1,2.0,4.9,50.0,1027.2,1022.6,9.3,6.3,9.97,0.0,1,0.0,1,8.8,4.0,北東,3.7,東南東,1025.2,0,40.0,0.0,1,6.7,北北西,曇後一時晴,曇後晴
2014/2/25,10.1,0,0.0,1,2.1,5.1,48.0,1024.5,1020.0,0.0,8.2,16.66,0.0,1,0.0,1,12.9,3.4,北北西,5.0,北北西,1021.3,0,29.0,0.0,1,9.3,北,快晴,快晴
2014/2/26,9.9,0,0.0,1,2.8,5.8,47.0,1028.9,1024.4,1.0,10.0,17.26,0.0,1,0.0,1,14.2,5.7,南南東,5.3,南東,1026.4,0,30.0,0.0,1,8.6,南南東,晴,晴後曇
2014/2/27,0.0,0,0.0,1,2.2,9.8,78.0,1023.0,1018.5,10.0,10.0,3.4,7.5,0,0.0,1,13.7,6.8,南,6.1,南,1015.5,0,62.0,1.0,0,11.1,南東,雨後曇,雨後一時曇
2014/2/28,5.3,0,0.0,1,3.2,9.4,62.0,1016.5,1012.1,9.5,13.8,14.62,18.0,0,0.0,1,18.6,8.5,北北西,6.7,北北西,1013.2,0,33.0,2.5,0,12.1,北,曇時々晴,曇
2014/3/1,0.0,0,0.0,1,2.2,9.0,79.0,1018.0,1013.5,10.0,8.9,1.49,1.0,0,0.0,1,12.7,7.0,北北東,4.6,東北東,1015.4,0,59.0,0.5,0,8.1,東,雨後曇,雨一時曇
2014/3/2,0.0,0,0.0,1,2.7,8.1,89.0,1015.0,1010.5,10.0,5.6,1.82,15.0,0,0.0,1,7.2,4.9,北北東,4.5,北北西,1013.2,0,83.0,1.0,0,8.5,北北東,雨一時曇,雨時々曇
2014/3/3,3.7,0,0.0,1,3.1,5.4,57.0,1022.0,1017.5,7.0,6.6,11.67,1.0,0,0.0,1,10.9,4.4,北北西,6.3,北西,1015.7,0,27.0,0.5,0,10.9,北北西,曇一時雨後晴,晴時々曇
2014/3/4,9.4,0,0.0,1,2.6,4.8,47.0,1027.7,1023.1,7.3,6.9,17.75,1.0,0,0.0,1,10.9,2.3,南南東,5.6,南南東,1024.0,0,29.0,0.5,0,9.3,南南東,晴後時々薄曇,雨一時曇
2014/3/5,0.0,0,0.0,1,2.8,8.2,85.0,1011.3,1006.8,7.8,6.5,2.39,30.0,0,0.0,1,9.3,4.8,北北西,6.8,北西,1001.8,0,48.0,2.0,0,14.1,西北西,雨,晴一時雨
2014/3/6,10.5,0,0.0,1,5.6,2.8,31.0,1014.2,1009.7,3.3,5.4,20.05,0.0,1,0.0,1,9.0,3.0,北北西,10.2,北西,1004.7,0,20.0,0.0,1,19.8,西北西,晴,曇一時晴
2014/3/7,5.7,0,0.0,1,3.3,2.9,35.0,1019.8,1015.2,7.3,4.4,15.26,0.0,0,0.0,1,9.2,1.8,北北西,6.6,北北西,1017.2,0,15.0,0.0,0,11.7,北北西,晴時々曇一時雪,快晴
2014/3/8,10.9,0,0.0,1,2.9,3.4,36.0,1017.8,1013.3,2.5,5.9,19.62,0.0,1,0.0,1,10.2,1.9,北北西,5.8,南南東,1015.4,0,21.0,0.0,1,9.5,北北西,快晴,曇
2014/3/9,7.0,0,0.0,1,2.6,4.6,47.0,1013.1,1008.6,4.8,6.4,16.37,0.0,1,0.0,1,9.9,3.1,南南東,5.0,北北西,1007.1,0,24.0,0.0,1,9.0,北北西,曇後晴,晴後一時曇
2014/3/10,7.4,0,0.0,1,4.9,3.1,37.0,1012.7,1008.2,4.0,4.9,16.47,0.0,1,0.0,1,8.8,1.4,北北西,9.4,北西,1006.9,0,17.0,0.0,1,17.7,北西,晴後曇,快晴
2014/3/11,11.2,0,0.0,1,3.3,3.3,35.0,1023.2,1018.7,0.0,6.1,21.22,0.0,1,0.0,1,11.1,1.3,西北西,6.4,西北西,1020.7,0,12.0,0.0,1,10.5,西北西,快晴,晴
2014/3/12,8.9,0,0.0,1,2.7,5.5,43.0,1018.8,1014.4,4.3,11.0,18.2,0.0,1,0.0,1,16.6,3.3,南南東,6.1,南南東,1015.2,0,25.0,0.0,1,10.4,南,晴後一時薄曇,薄曇時々晴
2014/3/13,0.6,0,0.0,1,3.8,11.7,79.0,1004.9,1000.6,9.3,12.3,4.25,30.5,0,0.0,1,18.2,8.5,南,9.5,南,990.9,0,61.0,7.5,0,20.6,南,雨一時曇,曇時々雨一時晴
2014/3/14,0.1,0,0.0,1,3.6,6.0,47.0,1004.4,1000.0,8.8,10.1,6.1,0.0,0,0.0,1,13.4,6.7,北北西,7.4,北西,994.1,0,29.0,0.0,0,12.5,北西,曇,曇
2014/3/15,10.0,0,0.0,1,4.1,4.5,41.0,1018.0,1013.5,4.3,8.3,21.46,0.0,1,0.0,1,12.0,4.5,北北西,7.4,北北西,1012.8,0,21.0,0.0,1,14.3,西北西,晴,快晴
2014/3/16,11.0,0,0.0,1,2.8,6.1,49.0,1018.0,1013.5,0.3,10.8,20.36,0.0,1,0.0,1,17.5,4.5,北北西,6.9,南,1012.8,0,32.0,0.0,1,12.6,北北西,快晴,晴
2014/3/17,10.8,0,0.0,1,3.1,7.2,50.0,1023.3,1018.9,0.3,12.1,20.15,0.0,1,0.0,1,16.8,6.6,南,7.1,南,1021.4,0,33.0,0.0,1,11.6,南南東,快晴,晴
2014/3/18,9.7,0,0.0,1,4.8,10.9,62.0,1011.7,1007.4,3.5,15.4,19.0,0.0,0,0.0,1,20.3,8.2,南南西,11.8,南,1004.5,0,43.0,0.0,0,21.5,南南西,晴,晴
2014/3/19,4.0,0,0.0,1,3.5,5.7,43.0,1016.7,1012.3,7.3,11.2,11.51,0.0,1,0.0,1,13.5,9.7,東,7.1,北西,1009.9,0,30.0,0.0,1,13.5,北西,曇一時晴,曇後時々雨
2014/3/20,0.0,0,0.0,1,2.8,8.9,83.0,1005.6,1001.2,10.0,8.1,1.97,17.0,0,0.0,1,10.4,6.7,北北西,5.5,北北西,993.2,0,59.0,1.0,0,9.6,北北西,雨,曇
2014/3/21,8.7,0,0.0,1,5.2,4.6,38.0,1000.9,996.5,4.5,10.1,18.17,0.0,0,0.0,1,14.5,7.0,北西,9.8,北北西,992.7,0,20.0,0.0,0,21.6,北北西,晴後一時曇,快晴
2014/3/22,11.0,0,0.0,1,3.9,4.3,37.0,1017.9,1013.5,2.8,9.3,22.86,0.0,0,0.0,1,14.0,5.1,北西,6.4,北西,1011.7,0,20.0,0.0,0,12.9,北西,晴,曇後晴
2014/3/23,10.5,0,0.0,1,3.0,4.9,37.0,1022.2,1017.7,1.5,11.6,21.56,0.0,1,0.0,1,16.8,7.2,北北西,6.0,北北西,1020.5,0,18.0,0.0,1,11.0,西北西,晴,快晴
2014/3/24,11.3,0,0.0,1,3.5,5.7,37.0,1022.7,1018.3,2.5,13.6,22.45,0.0,1,0.0,1,18.5,8.5,南,6.8,南,1019.7,0,16.0,0.0,1,12.7,南南西,快晴,薄曇
2014/3/25,10.3,0,0.0,1,2.5,8.0,43.0,1015.2,1010.9,2.8,16.6,20.94,0.0,1,0.0,1,22.3,11.5,南,5.3,南南西,1011.5,0,23.0,0.0,1,9.6,南南西,快晴,晴後薄曇
2014/3/26,0.5,0,0.0,1,2.6,10.7,57.0,1012.3,1008.0,10.0,16.4,9.44,0.0,0,0.0,1,19.4,13.8,南,6.7,南南西,1007.8,0,38.0,0.0,0,12.2,南南西,曇,曇後一時雨
2014/3/27,0.0,0,0.0,1,2.5,11.6,79.0,1011.6,1007.2,8.8,12.6,1.95,4.5,0,0.0,1,15.4,10.0,北北東,5.3,北北東,1005.9,0,57.0,1.0,0,9.9,東北東,雨時々曇,晴
2014/3/28,11.6,0,0.0,1,3.0,8.2,52.0,1019.4,1015.0,0.3,14.8,21.84,0.0,1,0.0,1,20.2,8.4,南,6.6,南,1017.8,0,22.0,0.0,1,11.0,南,快晴,晴後時々曇
2014/3/29,9.5,0,0.0,1,3.9,10.1,50.0,1014.7,1010.4,10.0,17.7,20.95,0.0,1,0.0,1,22.2,13.4,南,6.7,南,1009.9,0,34.0,0.0,1,11.8,南南西,薄曇,曇一時雨
2014/3/30,0.4,0,0.0,1,5.4,14.9,79.0,997.3,993.1,10.0,16.5,3.11,13.5,0,0.0,1,19.3,14.9,南,11.3,南,984.4,0,42.0,1.5,0,24.0,南南東,雨一時曇,曇一時雨後晴、雷を伴う
2014/3/31,10.3,0,0.0,1,5.5,5.6,32.0,1005.4,1001.1,8.8,15.7,23.89,0.0,1,0.0,1,20.1,12.7,北西,10.2,北西,993.6,0,18.0,0.0,1,19.6,西北西,晴時々薄曇,曇後晴
2014/4/1,10.0,0,0.0,1,3.1,5.3,34.0,1017.8,1013.5,5.8,13.9,21.73,0.0,1,0.0,1,18.1,10.9,南南東,6.8,南南東,1012.8,0,21.0,0.0,1,10.9,北西,晴時々薄曇,晴後一時薄曇
2014/4/2,7.6,0,0.0,1,2.6,9.3,54.0,1021.7,1017.3,8.8,15.2,19.19,0.0,0,0.0,1,19.6,10.0,南東,6.2,南東,1020.3,0,33.0,0.0,0,10.9,南東,薄曇一時晴,雨時々曇
2014/4/3,0.0,0,0.0,1,2.0,14.2,90.0,1014.9,1010.5,10.0,13.8,2.84,65.0,0,0.0,1,15.6,12.9,北北西,3.4,西北西,1005.3,0,73.0,2.5,0,5.7,東南東,大雨,大雨
2014/4/4,4.4,0,0.0,1,3.7,11.8,69.0,995.4,991.2,6.3,15.3,14.6,40.0,0,0.0,1,22.0,11.0,北北西,8.8,南南西,988.3,0,38.0,3.5,0,18.1,南西,晴時々曇一時雨、雷を伴う,晴一時曇
2014/4/5,7.0,0,0.0,1,3.7,5.7,42.0,1008.7,1004.3,5.3,11.4,19.78,0.0,0,0.0,1,14.9,8.4,北北西,8.6,北北西,1001.7,0,27.0,0.0,0,14.5,北北西,晴一時曇,曇時々雨
2014/4/6,4.7,0,0.0,1,3.2,6.4,57.0,1009.0,1004.5,7.0,9.0,14.78,7.0,0,0.0,1,13.4,6.4,北北西,8.8,北北西,1005.0,0,28.0,1.5,0,17.8,北,晴時々曇一時雨、雷を伴う,快晴
2014/4/7,11.2,0,0.0,1,3.1,6.1,44.0,1013.7,1009.3,2.8,11.4,24.6,0.0,1,0.0,1,16.5,6.3,南,6.1,南南東,1011.8,0,25.0,0.0,1,10.4,南南東,晴後一時薄曇,薄曇後晴
2014/4/8,11.5,0,0.0,1,2.0,8.2,48.0,1012.5,1008.1,0.0,15.8,22.74,0.0,1,0.0,1,22.3,9.2,北北西,4.7,南南東,1010.1,0,20.0,0.0,1,6.8,北東,快晴,快晴
2014/4/9,8.2,0,0.0,1,2.5,9.7,54.0,1016.0,1011.6,4.0,15.5,19.38,0.0,1,0.0,1,20.4,11.3,南東,5.8,南東,1014.0,0,35.0,0.0,1,9.7,東南東,晴後一時薄曇,晴一時曇
2014/4/10,10.7,0,0.0,1,3.9,9.1,50.0,1010.3,1006.0,1.0,16.1,22.35,0.0,1,0.0,1,22.9,10.3,北北西,9.9,北北西,1004.2,0,25.0,0.0,1,19.0,北北西,晴,晴
2014/4/11,10.8,0,0.0,1,3.9,3.8,26.0,1017.1,1012.7,0.5,12.9,24.99,0.0,1,0.0,1,18.7,7.7,北北西,9.3,北北西,1014.4,0,11.0,0.0,1,17.1,北西,晴,快晴
2014/4/12,11.7,0,0.0,1,2.8,3.0,19.0,1017.8,1013.4,4.8,14.6,25.34,0.0,1,0.0,1,20.0,9.3,北北西,5.3,北西,1015.0,0,8.0,0.0,1,9.5,北北西,晴時々薄曇,晴後一時薄曇
2014/4/13,7.0,0,0.0,1,2.5,5.4,33.0,1018.2,1013.9,8.3,14.4,19.17,0.0,1,0.0,1,18.7,9.6,南東,6.3,南東,1016.2,0,15.0,0.0,1,12.1,東南東,薄曇,曇
2014/4/14,8.4,0,0.0,1,3.2,8.8,55.0,1017.2,1012.8,5.0,14.0,22.09,0.0,0,0.0,1,17.6,11.1,北北西,6.1,南南東,1015.9,0,42.0,0.0,0,9.9,南南東,晴一時曇,快晴
2014/4/15,11.8,0,0.0,1,3.4,9.6,53.0,1013.7,1009.4,0.0,16.3,25.55,0.0,1,0.0,1,20.6,10.3,南,7.1,南,1009.3,0,33.0,0.0,1,11.8,南南西,快晴,晴
2014/4/16,10.5,0,0.0,1,3.0,9.4,45.0,1011.9,1007.6,7.5,18.7,21.7,0.0,1,0.0,1,23.3,13.8,南南東,8.4,南,1010.0,0,24.0,0.0,1,13.9,南,薄曇,薄曇後晴
2014/4/17,9.6,0,0.0,1,2.8,11.6,57.0,1013.2,1008.9,5.0,17.7,22.16,0.0,1,0.0,1,21.8,13.5,北東,5.2,南南東,1011.0,0,30.0,0.0,1,8.8,北東,晴後時々薄曇,薄曇後一時雨
2014/4/18,0.0,0,0.0,1,2.7,10.9,78.0,1014.6,1010.2,10.0,11.8,3.44,0.5,0,0.0,1,18.2,8.6,北北東,5.0,東北東,1011.9,0,49.0,0.5,0,9.1,東北東,雨時々曇,雨後曇
2014/4/19,5.9,0,0.0,1,3.2,8.2,61.0,1018.5,1014.0,8.8,11.7,19.85,0.5,0,0.0,1,17.9,8.4,北,6.4,東北東,1014.4,0,27.0,0.5,0,11.0,北東,晴後曇,雨時々曇
2014/4/20,1.1,0,0.0,1,2.4,8.4,64.0,1023.5,1019.0,10.0,11.0,12.49,0.0,0,0.0,1,14.1,6.9,南南東,4.6,北東,1021.9,0,48.0,0.0,0,7.9,北東,曇後一時雨,雨一時曇
2014/4/21,0.2,0,0.0,1,2.7,13.4,87.0,1016.5,1012.1,10.0,13.4,6.0,7.0,0,0.0,1,17.5,10.0,南南西,7.2,南南西,1010.6,0,68.0,0.5,0,12.7,南西,雨一時曇,雨後時々曇
2014/4/22,4.9,0,0.0,1,2.7,13.3,78.0,1010.7,1006.3,9.8,15.2,13.09,4.5,0,0.0,1,20.0,12.3,南南東,6.1,南南東,1008.7,0,53.0,2.0,0,9.6,南東,曇一時晴後時々雨,曇時々雨
2014/4/23,10.1,0,0.0,1,2.8,9.4,54.0,1015.5,1011.1,5.0,16.2,24.28,3.5,0,0.0,1,21.3,11.9,南南東,6.6,西北西,1013.5,0,22.0,3.0,0,9.9,西北西,晴,晴時々曇
2014/4/24,10.4,0,0.0,1,3.1,10.0,54.0,1023.4,1019.0,1.3,16.6,24.29,0.0,1,0.0,1,21.7,12.7,南南東,7.8,南南東,1019.6,0,29.0,0.0,1,12.3,南南東,晴,快晴
2014/4/25,11.7,0,0.0,1,3.2,10.9,56.0,1025.0,1020.6,4.3,17.8,25.74,0.0,1,0.0,1,22.5,12.9,南,5.8,南東,1023.0,0,22.0,0.0,1,8.9,南東,晴後一時薄曇,薄曇後晴
2014/4/26,12.1,0,0.0,1,3.0,11.7,58.0,1026.6,1022.3,0.0,18.2,25.29,0.0,1,0.0,1,23.9,14.1,南,5.7,南南東,1025.3,0,23.0,0.0,1,9.9,南南東,快晴,快晴
2014/4/27,12.2,0,0.0,1,4.0,11.5,56.0,1024.7,1020.3,0.0,18.1,27.16,0.0,1,0.0,1,22.7,14.7,南,7.0,南南東,1021.6,0,34.0,0.0,1,12.6,南,晴,晴後一時薄曇
2014/4/28,4.1,0,0.0,1,3.7,10.9,52.0,1019.2,1014.8,9.3,18.6,18.57,0.0,1,0.0,1,23.2,14.9,南南西,7.0,南南東,1016.6,0,27.0,0.0,1,11.8,南南西,曇,曇
2014/4/29,0.5,0,0.0,1,2.8,13.6,67.0,1018.4,1014.1,10.0,17.8,11.07,0.0,0,0.0,1,20.6,15.8,南,5.7,南,1017.1,0,56.0,0.0,0,8.8,南南西,曇後一時雨,雨一時曇
2014/4/30,0.0,0,0.0,1,3.8,16.9,89.0,1015.4,1011.1,10.0,16.7,2.58,27.0,0,0.0,1,18.5,14.1,南南東,8.5,南南東,1013.2,0,78.0,2.0,0,18.2,南,雨,雨時々曇
2014/5/1,6.8,0,0.0,1,4.2,17.1,72.0,1009.4,1005.1,7.8,20.6,20.82,23.0,0,0.0,1,24.5,17.7,南,7.9,南,1005.5,0,49.0,3.0,0,14.5,南,曇一時雨後晴,曇時々晴
2014/5/2,10.4,0,0.0,1,2.7,15.1,62.0,1011.0,1006.7,4.0,21.0,23.3,0.0,1,0.0,1,25.6,17.3,南,5.7,南南東,1009.3,0,39.0,0.0,1,9.6,南南東,晴,快晴
2014/5/3,10.9,0,0.0,1,2.8,14.1,56.0,1010.3,1006.0,6.8,21.3,24.78,0.0,0,0.0,1,25.6,15.9,南南東,6.5,北北西,1006.4,0,36.0,0.0,0,12.9,北北西,晴後薄曇,晴一時曇
2014/5/4,11.1,0,0.0,1,4.5,6.5,31.0,1018.9,1014.6,5.8,18.6,25.95,0.0,1,0.0,1,23.0,14.8,南,8.9,北北西,1014.4,0,13.0,0.0,1,15.9,北北西,晴後一時薄曇,曇一時晴
2014/5/5,0.0,0,0.0,1,3.9,14.7,71.0,1016.5,1012.2,10.0,18.1,6.1,0.0,0,0.0,1,20.7,16.7,南,7.4,南南西,1013.2,0,61.0,0.0,0,15.0,南南西,雨時々曇,曇後一時雨
2014/5/6,0.0,0,0.0,1,3.0,12.0,73.0,1014.8,1010.4,10.0,14.3,4.86,3.5,0,0.0,1,18.0,12.5,北東,6.2,南,1012.3,0,57.0,1.5,0,12.6,南南西,曇一時雨,晴時々曇
2014/5/7,11.7,0,0.0,1,3.2,11.1,60.0,1018.0,1013.7,2.0,16.5,26.49,0.0,1,0.0,1,21.5,11.2,南,6.2,南南西,1016.4,0,41.0,0.0,1,10.4,南南東,晴,晴後薄曇
2014/5/8,8.1,0,0.0,1,5.5,13.9,65.0,1015.4,1011.1,9.3,18.7,21.09,0.0,1,0.0,1,21.5,16.0,南,10.6,南,1011.6,0,52.0,0.0,1,17.9,南,薄曇,晴時々曇
2014/5/9,11.0,0,0.0,1,3.2,13.1,59.0,1009.8,1005.5,3.3,19.3,24.62,1.5,0,0.0,1,26.8,14.4,北北西,11.3,北西,1004.5,0,30.0,1.5,0,22.5,北西,晴後一時雨、雷・ひょうを伴う,晴
2014/5/10,11.8,0,0.0,1,4.4,7.0,32.0,1015.9,1011.6,3.0,19.8,27.89,0.0,1,0.0,1,24.9,13.6,北西,9.8,北西,1012.2,0,14.0,0.0,1,17.5,西北西,晴,晴一時薄曇
2014/5/11,13.0,0,0.0,1,3.3,8.2,34.0,1021.7,1017.5,4.3,20.6,28.85,0.0,1,0.0,1,25.3,17.0,北北西,6.3,南東,1020.1,0,17.0,0.0,1,9.8,南南東,晴時々薄曇,晴後一時薄曇
2014/5/12,8.1,0,0.0,1,5.8,12.7,56.0,1016.5,1012.2,8.5,19.6,21.8,1.0,0,0.0,1,23.3,17.1,南,11.1,南,1009.9,0,33.0,0.5,0,17.7,南南東,薄曇,雨一時曇
2014/5/13,2.2,0,0.0,1,3.2,18.9,85.0,1005.5,1001.3,8.3,19.3,10.21,5.5,0,0.0,1,22.7,16.5,南,7.7,南,1002.3,0,71.0,1.0,0,15.1,南西,雨後曇一時晴,晴
2014/5/14,6.5,0,0.0,1,3.3,17.7,69.0,1005.7,1001.5,7.8,21.9,19.54,0.0,1,0.0,1,27.2,17.4,南南東,7.3,南南東,1001.8,0,42.0,0.0,1,13.3,南,薄曇,曇後雨
2014/5/15,1.1,0,0.0,1,2.5,16.1,69.0,995.5,991.3,9.5,19.9,10.34,0.5,0,0.0,1,21.9,17.9,南,5.4,南,991.9,0,53.0,0.5,0,10.4,北東,曇時々雨後一時晴,曇時々晴一時雨
2014/5/16,8.2,0,0.0,1,3.7,11.4,44.0,998.1,994.0,5.5,21.5,22.87,0.0,0,0.0,1,25.7,18.0,北北西,8.6,北北西,995.0,0,20.0,0.0,0,16.2,北西,晴後一時雨,快晴
2014/5/17,11.3,0,0.0,1,4.1,9.4,38.0,1006.7,1002.5,6.0,21.1,27.78,0.0,0,0.0,1,26.2,17.0,北北西,8.7,北西,1001.5,0,26.0,0.0,0,16.0,北西,晴,晴一時薄曇
2014/5/18,13.1,0,0.0,1,2.9,11.6,49.0,1012.7,1008.4,5.0,20.5,28.28,0.0,1,0.0,1,25.2,16.1,南,6.3,南東,1011.2,0,30.0,0.0,1,10.5,南東,晴一時薄曇,晴時々曇
2014/5/19,10.0,0,0.0,1,2.6,15.2,61.0,1014.3,1010.1,5.8,21.1,23.94,0.0,1,0.0,1,25.7,17.4,南,5.6,南東,1012.4,0,44.0,0.0,1,8.3,南南東,薄曇,晴
2014/5/20,7.1,0,0.0,1,2.9,16.8,66.0,1012.3,1008.0,8.0,21.7,20.82,0.0,0,0.0,1,25.6,18.8,南南東,5.9,南南東,1008.0,0,35.0,0.0,0,8.8,南南東,薄曇,曇後雨
2014/5/21,0.0,0,0.0,1,3.7,17.4,87.0,998.3,994.1,7.8,17.5,5.03,52.0,0,0.0,1,19.5,15.9,北北西,7.4,北北西,993.0,0,65.0,3.0,0,14.7,北北西,大雨,快晴
2014/5/22,7.9,0,0.0,1,2.4,15.0,71.0,1005.4,1001.1,5.3,18.6,17.22,19.5,0,0.0,1,22.8,13.5,南南東,5.9,東南東,999.8,0,39.0,16.0,0,11.9,北北東,晴時々雨、雷を伴う,曇一時雨、雷を伴う
2014/5/23,6.4,0,0.0,1,3.0,13.3,66.0,1016.7,1012.3,9.0,17.8,20.97,0.0,1,0.0,1,21.7,14.2,南,5.1,南南東,1012.5,0,50.0,0.0,1,8.7,南,薄曇,晴
2014/5/24,11.6,0,0.0,1,3.6,15.9,66.0,1016.9,1012.6,6.0,20.6,26.97,0.0,1,0.0,1,25.4,15.4,南,6.6,南,1013.8,0,48.0,0.0,1,11.7,南,晴後一時薄曇,薄曇
2014/5/25,5.2,0,0.0,1,2.8,18.7,68.0,1013.2,1009.0,7.5,22.7,17.67,0.0,1,0.0,1,27.3,20.0,南南東,4.3,南南東,1011.4,0,52.0,0.0,1,6.8,南南東,薄曇,晴後一時薄曇
2014/5/26,1.3,0,0.0,1,4.8,18.4,73.0,1009.1,1004.9,8.8,21.3,14.61,7.5,0,0.0,1,24.6,18.6,南南西,10.4,南南西,1006.5,0,52.0,1.0,0,19.3,南南東,薄曇,雨一時曇
2014/5/27,2.1,0,0.0,1,2.8,20.2,80.0,1002.7,998.5,10.0,21.4,13.35,21.5,0,0.0,1,26.5,17.7,北北西,6.1,南,1000.2,0,57.0,2.0,0,10.8,南南西,曇一時雨,曇
2014/5/28,6.6,0,0.0,1,2.9,19.2,71.0,1005.9,1001.8,10.0,22.7,22.07,0.0,1,0.0,1,27.7,19.8,南南東,6.7,南南東,1004.3,0,39.0,0.0,1,10.4,南南東,薄曇,薄曇後晴
